MAPK7	0.463711802	2.044612428
UBE2C	0.464745315	2.038092002
ASTE1	0.465856224	2.031614194
LIG4	0.466911100	2.025194436
XRCC4	0.467974208	2.018872455
ATP5A1	0.467688372	2.014200099
ASPH	0.467222050	2.009942830
DRG2	0.466745321	2.005687474
RWDD1	0.466280170	2.001534889
ASNA1	0.465904624	1.997841067
HILPDA	0.465718168	1.993940810
GPX7	0.465549878	1.990070678
ATP5B	0.465353542	1.986380812
CRMP1	0.465162698	1.982625405
DPYSL3	0.465025389	1.978884374
LARP4B	0.464855319	1.975107770
GNB2L1	0.464687638	1.971409981
NUDT12	0.466826391	1.982027846
DPYSL2	0.468952890	1.992517003
DPYSL5	0.470971647	2.002823361
BLMH	0.472961503	2.013018931
EXD1	0.475034899	2.023380764
EML2	0.477080741	2.033602561
GEMIN7	0.479216937	2.044007298
GEMIN6	0.479921953	2.051530550
GTF2A2	0.480567522	2.058869341
GTF2A1	0.481268929	2.066085593
HIST1H4L	0.481969457	2.073213914
ASF1A	0.482662619	2.080241567
GTF2H3	0.483342621	2.087209966
GTF2H2C_2	0.484038906	2.094149891
ERCC2	0.487226717	2.115018075
CHMP4C	0.490405321	2.135736159
HMGB3P1	0.493520663	2.156010905
GSTM4	0.496596190	2.176030229
GSTM3	0.499647894	2.195890748
GSTM5	0.504398345	2.216869836
HID1	0.509175954	2.237796048
CSDE1	0.513901106	2.258483446
ADRM1	0.518744640	2.278748771
AGTR1	0.523521763	2.298924350
AKR7A2	0.528239768	2.318863302
AKR7A3	0.532947559	2.338673647
ALDH1A1	0.537460276	2.358121351
ANKRD13A	0.542228452	2.377970711
CDKAL1	0.546926188	2.397577956
LCK	0.548381102	2.411079924
AP1S2	0.548542433	2.424402831
AP1G1	0.548671986	2.437399109
AP1S3	0.548844095	2.450671244
AP2S1	0.549013022	2.463735178
ARMC1	0.549112991	2.476755925
MTFR1L	0.549187798	2.489518671
CRYBB1	0.549261789	2.502138853
ARNTL	0.549327915	2.514609566
CRYBB3	0.549344338	2.527029726
CRYBA1	0.549366936	2.539508150
HIF1A	0.549396871	2.551888561
ASS1	0.549683968	2.564321063
C19orf47	0.549943427	2.576594658
ATP6V1C1	0.550201950	2.588794328
CCKBR	0.550469560	2.600902046
NTM	0.550734293	2.612880931
KHK	0.550971662	2.624578737
LHX9	0.551187847	2.636083878
BAD	0.551401780	2.647468356
BCL2L1	0.551598033	2.658809579
BAG2	0.555834720	2.666964693
BAI3	0.559923691	2.676650226
GPATCH11	0.563976752	2.686214157
BDH2	0.567712027	2.695332944
IFNA4	0.571425400	2.704380954
BHMT	0.575102757	2.713325451
ALDOA	0.578759771	2.722168392
ALDOC	0.582417181	2.730602113
CRP	0.586032678	2.739034450
GMPPA	0.589610983	2.747392424
GMPPB	0.593163689	2.755666285
BTC	0.596711356	2.763831963
BTG1	0.600301124	2.771869830
CNOT8	0.603915436	2.779603932
BTG2	0.607476582	2.787267458
CNOT7	0.611177571	2.793850918
TOB2	0.614856685	2.800367302
APOD	0.618497460	2.806841958
CDK5	0.622263482	2.813041763
CCND2	0.626014738	2.819175906
BUB1	0.629559256	2.825470187
C10orf88	0.633101520	2.831689513
BUB3	0.636603470	2.837851681
PDE6H	0.640161775	2.843906419
C2orf50	0.643677518	2.849884085
C7orf25	0.647168827	2.855794866
CAB39L	0.650621936	2.861656469
MX1	0.654042065	2.867460902
CACNG1	0.657468664	2.873272530
VAPA	0.660874088	2.879037553
GPR128	0.664274852	2.884631772
EEF1A2	0.667633340	2.890190737
ABTB1	0.670962099	2.895727262
GGPS1	0.674328169	2.901226870
ATOX1	0.677667591	2.906662717
C21orf2	0.680965768	2.912037434
CASP6	0.684236842	2.917402760
FAM96A	0.687467882	2.922647960
CETN1	0.690740036	2.927859210
AAGAB	0.693973847	2.933074247
SGSM1	0.697204522	2.938198629
CETN3	0.700411607	2.943261286
HEATR1	0.703590230	2.948272483
POC5	0.706399547	2.953081189
CETN2	0.709186907	2.957840997
CCDC110	0.711949731	2.962540497
DEPTOR	0.714705807	2.967037284
MMS19	0.717351400	2.971608272
CIAO1	0.720050908	2.976095167
FAM96B	0.722731248	2.980538549
CCDC91	0.725462159	2.984908189
POT1	0.728178253	2.989211179
MT1P3	0.730757635	2.994151416
CAP2	0.733316112	2.999051822
CFL1	0.735866506	3.003902708
CFL2	0.739423647	3.007884683
ACTG1	0.742948757	3.011830579
DSTN	0.749370409	3.015094112
ACTB	0.755782102	3.018370252
CCDC22	0.767801658	3.020276608
CDC16	0.779818587	3.022193380
CDC26	0.791833651	3.024188082
CEP83	0.803845684	3.026177554
CKB	0.815945073	3.028041790
CKM	0.828051724	3.030238492
ASB9	0.840149072	3.032431025
CLC	0.852282526	3.034701835
MPP1	0.864446397	3.036055580
DNPEP	0.876561527	3.037559369
LEO1	0.888707188	3.039103745
PAF1	0.901011149	3.040378503
COASY	0.913315755	3.041665496
CNTROB	0.925454983	3.043229301
ANXA10	0.937583490	3.044766246
DCP1B	0.949711957	3.046303373
IGF1R	0.961864581	3.047805517
EDC3	0.974036987	3.049445617
COMMD1	0.986188302	3.051062317
COMMD6	0.998330475	3.052743417
COTL1	1.010555781	3.054369425
DDX19A	1.022901842	3.054401264
DDX19B	1.035252069	3.054472260
MIF4GD	1.047662228	3.054505268
CHMP3	1.060091230	3.054455879
STAMBP	1.072520246	3.054406491
NPM1	1.084974732	3.054470845
CD177	1.097808276	3.056543298
CHMP1B	1.110623574	3.058604508
COX8A	1.123436277	3.060213209
C2orf57	1.136447439	3.061155362
CPT1B	1.149458429	3.062097544
KCNIP3	1.162453110	3.063021789
MAVS	1.175431354	3.064033441
IQGAP3	1.188404886	3.064978145
IGLV3-25	1.201374820	3.065861061
MBP	1.214344350	3.066736863
CTDSP1	1.227313502	3.067524866
CTPS1	1.239677167	3.068242992
CALML3	1.252067936	3.068951852
CALM1	1.264458707	3.069660563
C11orf65	1.276841955	3.069937671
CALM2	1.289227982	3.070212191
CAMTA2	1.301724774	3.068531948
CUTA	1.314220800	3.066820743
HIST1H3A	1.326787058	3.065872441
FBLIM1	1.339411387	3.064739491
CXorf56	1.352036655	3.063606126
MYL6	1.364659833	3.062425713
ADAMTS12	1.378309694	3.058187946
PDCL2	1.391963042	3.053935702
BTAF1	1.405626428	3.049670275
CHN1	1.419270357	3.045500119
HEMK1	1.432770417	3.041268780
DCXR	1.446170501	3.037252904
CTDSP2	1.459636227	3.033406612
KIF13A	1.473105821	3.030007299
CDCA3	1.486560529	3.026726300
CCAR1	1.500017477	3.023426308
PIH1D3	1.513449941	3.020266643
DEFB127	1.527391521	3.016465713
TFEC	1.541355274	3.012700946
LAPTM5	1.555167316	3.009906762
DISP1	1.569699265	3.004275086
DNPH1	1.584205512	2.998710702
C1orf21	1.598711263	2.993149547
DRAM1	1.613130502	2.987881378
EMC9	1.627541179	2.982651858
EMC8	1.641958119	2.977334842
EMC2	1.656375060	2.972017825
DYNC1I2	1.670791926	2.966700324
DYNLRB1	1.685227019	2.961242390
EEF1B2	1.698736570	2.968255830
FAM189B	1.712813629	2.976889944
UQCRH	1.726881767	2.985692764
ARL8A	1.740773465	2.995916046
C4orf19	1.754643055	3.006108396
EIF3E	1.768480827	3.016307969
EIF3K	1.781898067	3.028742366
EIF3L	1.795325532	3.041812004
DR1	1.807526214	3.056966788
